snapshot_id,person_id,date_id,position_id,org_unit_id,location_id,company_id,is_active,employment_type,tenure_days,tenure_months,tenure_band
4613,127,20250331,6,12,21,1,1,Contractor,10,0.3,0-90 days
4614,134,20250331,32,20,20,1,1,Full-Time,59,1.9,0-90 days
4615,135,20250331,12,5,18,1,1,Part-Time,165,5.4,91-182 days
4616,137,20250331,12,5,2,1,1,Full-Time,69,2.3,0-90 days
4617,140,20250331,26,9,16,1,1,Full-Time,237,7.8,6-12 months
4618,142,20250331,19,3,10,1,1,Full-Time,434,14.3,1-2 years
4619,143,20250331,13,2,8,1,1,Contractor,148,4.9,91-182 days
4620,146,20250331,29,19,15,1,1,Contractor,66,2.2,0-90 days
4621,147,20250331,5,17,24,1,1,Contractor,66,2.2,0-90 days
4622,152,20250331,18,3,2,1,1,Full-Time,86,2.8,0-90 days
4623,153,20250331,24,10,9,1,1,Part-Time,2104,69.1,5-10 years
4624,154,20250331,7,14,6,1,1,Contractor,1163,38.2,3-5 years
4625,156,20250331,31,18,13,1,1,Full-Time,390,12.8,1-2 years
4626,157,20250331,2,14,23,1,1,Part-Time,472,15.5,1-2 years
4627,158,20250331,31,18,4,1,1,Full-Time,89,2.9,0-90 days
4628,159,20250331,5,16,20,1,1,Part-Time,119,3.9,91-182 days
4629,163,20250331,19,3,29,1,1,Full-Time,1467,48.2,3-5 years
4630,165,20250331,17,8,1,1,1,Full-Time,767,25.2,2-3 years
4631,166,20250331,5,13,6,1,1,Full-Time,268,8.8,6-12 months
4632,169,20250331,32,20,26,1,1,Full-Time,51,1.7,0-90 days
4633,173,20250331,34,19,22,1,1,Part-Time,192,6.3,6-12 months
4634,174,20250331,13,2,30,1,1,Part-Time,994,32.7,2-3 years
4635,176,20250331,11,2,3,1,1,Contractor,333,10.9,6-12 months
4636,180,20250331,20,8,29,1,1,Full-Time,696,22.9,1-2 years
4637,185,20250331,31,19,27,1,1,Full-Time,265,8.7,6-12 months
4638,186,20250331,34,20,16,1,1,Contractor,414,13.6,1-2 years
4639,188,20250331,18,3,2,1,1,Full-Time,766,25.2,2-3 years
4640,190,20250331,13,6,18,1,1,Full-Time,124,4.1,91-182 days
4641,193,20250331,18,7,3,1,1,Full-Time,868,28.5,2-3 years
4642,194,20250331,34,18,17,1,1,Full-Time,660,21.7,1-2 years
4643,196,20250331,6,15,24,1,1,Part-Time,796,26.1,2-3 years
4644,198,20250331,12,2,3,1,1,Full-Time,48,1.6,0-90 days
4645,203,20250331,18,3,3,1,1,Part-Time,729,23.9,1-2 years
4646,204,20250331,27,10,9,1,1,Full-Time,83,2.7,0-90 days
4647,205,20250331,31,19,15,1,1,Full-Time,69,2.3,0-90 days
4648,206,20250331,11,6,29,1,1,Contractor,79,2.6,0-90 days
4649,208,20250331,18,3,29,1,1,Part-Time,706,23.2,1-2 years
4650,210,20250331,10,6,10,1,1,Contractor,65,2.1,0-90 days
4651,213,20250331,10,2,29,1,1,Full-Time,379,12.5,1-2 years
4652,214,20250331,12,2,29,1,1,Full-Time,436,14.3,1-2 years
4653,215,20250331,6,13,7,1,1,Full-Time,735,24.1,2-3 years
4654,218,20250331,26,10,16,1,1,Full-Time,267,8.8,6-12 months
4655,219,20250331,11,5,8,1,1,Full-Time,402,13.2,1-2 years
4656,220,20250331,20,7,30,1,1,Part-Time,241,7.9,6-12 months
4657,221,20250331,22,10,1,1,1,Full-Time,94,3.1,91-182 days
4658,222,20250331,7,11,13,1,1,Full-Time,804,26.4,2-3 years
4659,226,20250331,14,6,10,1,1,Full-Time,64,2.1,0-90 days
4660,228,20250331,24,4,29,1,1,Contractor,771,25.3,2-3 years
4661,230,20250331,8,5,10,1,1,Part-Time,577,19.0,1-2 years
4662,232,20250331,22,4,4,1,1,Full-Time,805,26.4,2-3 years
4663,235,20250331,4,16,25,1,1,Full-Time,411,13.5,1-2 years
4664,236,20250331,29,19,21,1,1,Full-Time,27,0.9,0-90 days
4665,239,20250331,30,18,16,1,1,Full-Time,149,4.9,91-182 days
4666,240,20250331,26,10,4,1,1,Full-Time,36,1.2,0-90 days
4667,241,20250331,4,12,1,1,1,Contractor,44,1.4,0-90 days
4668,243,20250331,9,6,2,1,1,Full-Time,921,30.3,2-3 years
4669,244,20250331,29,18,25,1,1,Full-Time,1151,37.8,3-5 years
4670,247,20250331,17,8,10,1,1,Part-Time,339,11.1,6-12 months
4671,248,20250331,18,8,29,1,1,Full-Time,576,18.9,1-2 years
4672,249,20250331,13,6,3,1,1,Full-Time,493,16.2,1-2 years
4673,250,20250331,23,10,29,1,1,Contractor,123,4.0,91-182 days
4674,251,20250331,31,20,18,1,1,Full-Time,881,28.9,2-3 years
4675,252,20250331,27,10,4,1,1,Full-Time,416,13.7,1-2 years
4676,254,20250331,12,5,10,1,1,Full-Time,34,1.1,0-90 days
4677,255,20250331,9,2,10,1,1,Full-Time,563,18.5,1-2 years
4678,257,20250331,6,12,17,1,1,Full-Time,189,6.2,6-12 months
4679,258,20250331,14,5,1,1,1,Full-Time,41,1.3,0-90 days
4680,259,20250331,9,2,3,1,1,Full-Time,36,1.2,0-90 days
4681,262,20250331,32,19,28,1,1,Full-Time,412,13.5,1-2 years
4682,264,20250331,20,8,29,1,1,Part-Time,43,1.4,0-90 days
4683,265,20250331,2,14,24,1,1,Full-Time,247,8.1,6-12 months
4684,268,20250331,22,4,29,1,1,Full-Time,987,32.4,2-3 years
4685,269,20250331,33,18,21,1,1,Full-Time,205,6.7,6-12 months
4686,274,20250331,1,12,25,1,1,Full-Time,197,6.5,6-12 months
4687,275,20250331,19,3,3,1,1,Part-Time,307,10.1,6-12 months
4688,278,20250331,7,11,15,1,1,Full-Time,423,13.9,1-2 years
4689,279,20250331,33,20,5,1,1,Part-Time,325,10.7,6-12 months
4690,280,20250331,23,10,29,1,1,Full-Time,257,8.4,6-12 months
4691,282,20250331,14,5,29,1,1,Full-Time,49,1.6,0-90 days
4692,284,20250331,26,9,4,1,1,Full-Time,76,2.5,0-90 days
4693,286,20250331,10,6,30,1,1,Full-Time,807,26.5,2-3 years
4694,287,20250331,27,10,1,1,1,Full-Time,445,14.6,1-2 years
4695,288,20250331,16,8,10,1,1,Full-Time,254,8.3,6-12 months
4696,289,20250331,7,13,26,1,1,Full-Time,250,8.2,6-12 months
4697,290,20250331,27,10,8,1,1,Full-Time,533,17.5,1-2 years
4698,291,20250331,23,9,9,1,1,Full-Time,379,12.5,1-2 years
4699,292,20250331,7,15,21,1,1,Full-Time,434,14.3,1-2 years
4700,295,20250331,27,10,9,1,1,Contractor,1899,62.4,5-10 years
4701,296,20250331,10,6,10,1,1,Part-Time,598,19.6,1-2 years
4702,297,20250331,25,4,9,1,1,Full-Time,1113,36.6,3-5 years
4703,299,20250331,11,2,29,1,1,Full-Time,45,1.5,0-90 days
4704,300,20250331,5,17,15,1,1,Full-Time,85,2.8,0-90 days
4705,301,20250331,7,14,16,1,1,Full-Time,806,26.5,2-3 years
4706,304,20250331,10,2,29,1,1,Full-Time,251,8.2,6-12 months
4707,306,20250331,33,20,26,1,1,Contractor,392,12.9,1-2 years
4708,307,20250331,31,20,21,1,1,Full-Time,56,1.8,0-90 days
4709,308,20250331,27,10,29,1,1,Full-Time,150,4.9,91-182 days
4710,309,20250331,24,10,9,1,1,Full-Time,430,14.1,1-2 years
4711,310,20250331,10,5,3,1,1,Full-Time,239,7.9,6-12 months
4712,311,20250331,34,20,12,1,1,Full-Time,912,30.0,2-3 years
4713,312,20250331,11,5,2,1,1,Full-Time,412,13.5,1-2 years
4714,314,20250331,19,8,3,1,1,Part-Time,15,0.5,0-90 days
4715,316,20250331,32,19,22,1,1,Full-Time,2239,73.6,5-10 years
4716,318,20250331,33,20,7,1,1,Full-Time,54,1.8,0-90 days
4717,319,20250331,7,15,4,1,1,Full-Time,342,11.2,6-12 months
4718,320,20250331,26,10,9,1,1,Full-Time,1504,49.4,3-5 years
4719,322,20250331,13,6,10,1,1,Part-Time,386,12.7,1-2 years
4720,323,20250331,20,8,2,1,1,Full-Time,2,0.1,0-90 days
4721,324,20250331,33,19,12,1,1,Full-Time,226,7.4,6-12 months
4722,325,20250331,3,15,17,1,1,Full-Time,57,1.9,0-90 days
4723,327,20250331,12,6,29,1,1,Full-Time,261,8.6,6-12 months
4724,328,20250331,5,15,26,1,1,Full-Time,64,2.1,0-90 days
4725,330,20250331,29,20,7,1,1,Full-Time,373,12.3,1-2 years
4726,333,20250331,33,19,22,1,1,Full-Time,33,1.1,0-90 days
4727,334,20250331,19,3,2,1,1,Full-Time,403,13.2,1-2 years
4728,341,20250331,33,19,14,1,1,Full-Time,4,0.1,0-90 days
4729,345,20250331,5,12,19,1,1,Full-Time,786,25.8,2-3 years
4730,348,20250331,23,4,8,1,1,Full-Time,19,0.6,0-90 days
4731,356,20250331,6,15,5,1,1,Contractor,3,0.1,0-90 days
4732,357,20250331,11,5,29,1,1,Full-Time,384,12.6,1-2 years
4733,358,20250331,2,11,24,1,1,Full-Time,818,26.9,2-3 years
4734,360,20250331,33,18,7,1,1,Full-Time,49,1.6,0-90 days
4735,361,20250331,14,5,30,1,1,Contractor,74,2.4,0-90 days
4736,363,20250331,36,1,1,1,1,Full-Time,32,1.1,0-90 days
4737,364,20250331,23,9,9,1,1,Full-Time,463,15.2,1-2 years
4738,366,20250331,7,13,5,1,1,Part-Time,776,25.5,2-3 years
4739,369,20250331,14,2,8,1,1,Full-Time,53,1.7,0-90 days
4740,371,20250331,9,5,18,1,1,Full-Time,53,1.7,0-90 days
4741,373,20250331,10,6,3,1,1,Contractor,910,29.9,2-3 years
4742,374,20250331,34,19,17,1,1,Contractor,865,28.4,2-3 years
4743,376,20250331,14,6,2,1,1,Contractor,451,14.8,1-2 years
4744,377,20250331,25,4,30,1,1,Full-Time,373,12.3,1-2 years
4745,378,20250331,9,2,30,1,1,Full-Time,432,14.2,1-2 years
4746,379,20250331,30,18,19,1,1,Contractor,66,2.2,0-90 days
4747,380,20250331,20,3,29,1,1,Full-Time,287,9.4,6-12 months
4748,382,20250331,31,18,30,1,1,Part-Time,376,12.4,1-2 years
4749,390,20250331,11,6,2,1,1,Full-Time,433,14.2,1-2 years
4750,392,20250331,19,3,30,1,1,Part-Time,585,19.2,1-2 years
4751,393,20250331,26,9,4,1,1,Full-Time,82,2.7,0-90 days
4752,394,20250331,12,5,18,1,1,Full-Time,117,3.8,91-182 days
4753,397,20250331,4,11,5,1,1,Full-Time,596,19.6,1-2 years
4754,402,20250331,27,9,4,1,1,Full-Time,299,9.8,6-12 months
4755,405,20250331,25,4,30,1,1,Full-Time,936,30.7,2-3 years
4756,406,20250331,14,5,30,1,1,Full-Time,818,26.9,2-3 years
4757,407,20250331,33,19,8,1,1,Full-Time,6,0.2,0-90 days
4758,408,20250331,33,18,11,1,1,Full-Time,1058,34.8,2-3 years
4759,409,20250331,14,2,18,1,1,Full-Time,224,7.4,6-12 months
4760,410,20250331,14,6,30,1,1,Full-Time,459,15.1,1-2 years
4761,411,20250331,9,5,8,1,1,Full-Time,16,0.5,0-90 days
4762,416,20250331,4,12,12,1,1,Full-Time,38,1.2,0-90 days
4763,418,20250331,6,11,3,1,1,Full-Time,425,14.0,1-2 years
4764,420,20250331,20,3,29,1,1,Full-Time,436,14.3,1-2 years
4765,421,20250331,36,1,1,1,1,Part-Time,575,18.9,1-2 years
4766,423,20250331,21,9,9,1,1,Full-Time,299,9.8,6-12 months
4767,424,20250331,30,19,16,1,1,Contractor,603,19.8,1-2 years
4768,425,20250331,17,7,3,1,1,Full-Time,77,2.5,0-90 days
4769,426,20250331,34,18,9,1,1,Full-Time,1102,36.2,3-5 years
4770,429,20250331,5,11,19,1,1,Full-Time,258,8.5,6-12 months
4771,431,20250331,5,11,8,1,1,Contractor,408,13.4,1-2 years
4772,434,20250331,33,20,29,1,1,Part-Time,78,2.6,0-90 days
4773,435,20250331,25,4,1,1,1,Full-Time,1366,44.9,3-5 years
4774,439,20250331,19,8,10,1,1,Contractor,242,8.0,6-12 months
4775,440,20250331,4,12,28,1,1,Contractor,69,2.3,0-90 days
4776,441,20250331,31,20,26,1,1,Full-Time,774,25.4,2-3 years
4777,442,20250331,12,5,29,1,1,Contractor,459,15.1,1-2 years
4778,445,20250331,20,8,10,1,1,Full-Time,463,15.2,1-2 years
4779,446,20250331,24,4,4,1,1,Full-Time,39,1.3,0-90 days
4780,448,20250331,25,10,8,1,1,Full-Time,177,5.8,91-182 days
4781,450,20250331,4,14,1,1,1,Full-Time,90,3.0,0-90 days
4782,456,20250331,32,18,16,1,1,Contractor,969,31.8,2-3 years
4783,457,20250331,34,18,10,1,1,Full-Time,746,24.5,2-3 years
4784,461,20250331,34,19,10,1,1,Full-Time,1084,35.6,2-3 years
4785,462,20250331,12,6,10,1,1,Full-Time,599,19.7,1-2 years
4786,463,20250331,34,18,6,1,1,Full-Time,36,1.2,0-90 days
4787,465,20250331,12,5,18,1,1,Part-Time,996,32.7,2-3 years
4788,471,20250331,10,2,1,1,1,Full-Time,797,26.2,2-3 years
4789,474,20250331,18,7,1,1,1,Full-Time,19,0.6,0-90 days
4790,475,20250331,34,19,15,1,1,Full-Time,1866,61.3,5-10 years
4791,476,20250331,34,19,2,1,1,Full-Time,85,2.8,0-90 days
4792,478,20250331,24,4,16,1,1,Contractor,299,9.8,6-12 months
4793,480,20250331,24,10,16,1,1,Full-Time,40,1.3,0-90 days
4794,481,20250331,24,9,1,1,1,Part-Time,70,2.3,0-90 days
4795,482,20250331,4,12,14,1,1,Full-Time,174,5.7,91-182 days
4796,487,20250331,14,5,18,1,1,Part-Time,585,19.2,1-2 years
4797,488,20250331,24,9,9,1,1,Full-Time,87,2.9,0-90 days
4798,489,20250331,34,18,24,1,1,Part-Time,62,2.0,0-90 days
4799,491,20250331,31,20,16,1,1,Full-Time,199,6.5,6-12 months
4800,492,20250331,24,9,9,1,1,Full-Time,389,12.8,1-2 years
4801,494,20250331,10,2,10,1,1,Part-Time,185,6.1,6-12 months
4802,495,20250331,19,8,3,1,1,Full-Time,432,14.2,1-2 years
4803,496,20250331,25,9,9,1,1,Full-Time,314,10.3,6-12 months
4804,497,20250331,10,2,1,1,1,Full-Time,323,10.6,6-12 months
4805,498,20250331,5,17,8,1,1,Full-Time,405,13.3,1-2 years
4806,1,20250430,26,10,29,1,1,Contractor,130,4.3,91-182 days
4807,2,20250430,7,11,12,1,1,Full-Time,71,2.3,0-90 days
4808,3,20250430,22,10,16,1,1,Contractor,1280,42.0,3-5 years
4809,4,20250430,34,18,13,1,1,Part-Time,111,3.6,91-182 days
4810,5,20250430,7,14,6,1,1,Full-Time,76,2.5,0-90 days
4811,8,20250430,13,6,29,1,1,Full-Time,1131,37.2,3-5 years
4812,9,20250430,9,6,2,1,1,Full-Time,230,7.6,6-12 months
4813,11,20250430,4,13,14,1,1,Full-Time,73,2.4,0-90 days
4814,13,20250430,3,12,3,1,1,Part-Time,835,27.4,2-3 years
4815,16,20250430,18,7,3,1,1,Full-Time,43,1.4,0-90 days
4816,17,20250430,34,19,6,1,1,Full-Time,426,14.0,1-2 years
4817,21,20250430,30,20,24,1,1,Contractor,414,13.6,1-2 years
4818,22,20250430,19,8,30,1,1,Part-Time,402,13.2,1-2 years
4819,27,20250430,31,18,24,1,1,Full-Time,485,15.9,1-2 years
4820,28,20250430,4,12,8,1,1,Part-Time,12,0.4,0-90 days
4821,29,20250430,25,9,1,1,1,Full-Time,787,25.9,2-3 years
4822,31,20250430,26,9,16,1,1,Full-Time,990,32.5,2-3 years
4823,32,20250430,18,8,29,1,1,Contractor,225,7.4,6-12 months
4824,33,20250430,3,11,27,1,1,Full-Time,355,11.7,6-12 months
4825,35,20250430,32,18,8,1,1,Full-Time,692,22.7,1-2 years
4826,36,20250430,20,7,2,1,1,Full-Time,700,23.0,1-2 years
4827,37,20250430,11,2,10,1,1,Full-Time,833,27.4,2-3 years
4828,38,20250430,28,18,24,1,1,Full-Time,887,29.1,2-3 years
4829,40,20250430,19,7,2,1,1,Full-Time,527,17.3,1-2 years
4830,44,20250430,9,6,10,1,1,Full-Time,353,11.6,6-12 months
4831,45,20250430,33,20,24,1,1,Full-Time,1099,36.1,3-5 years
4832,46,20250430,25,4,9,1,1,Full-Time,281,9.2,6-12 months
4833,47,20250430,34,20,7,1,1,Contractor,142,4.7,91-182 days
4834,50,20250430,11,5,3,1,1,Full-Time,485,15.9,1-2 years
4835,51,20250430,6,17,21,1,1,Full-Time,58,1.9,0-90 days
4836,52,20250430,10,5,2,1,1,Contractor,130,4.3,91-182 days
4837,54,20250430,23,10,8,1,1,Full-Time,11,0.4,0-90 days
4838,56,20250430,7,13,1,1,1,Contractor,36,1.2,0-90 days
4839,57,20250430,25,10,4,1,1,Part-Time,1759,57.8,3-5 years
4840,58,20250430,34,20,20,1,1,Contractor,1772,58.2,3-5 years
4841,59,20250430,24,9,1,1,1,Part-Time,87,2.9,0-90 days
4842,60,20250430,6,16,3,1,1,Part-Time,170,5.6,91-182 days
4843,61,20250430,33,18,22,1,1,Full-Time,476,15.6,1-2 years
4844,62,20250430,24,10,29,1,1,Full-Time,50,1.6,0-90 days
4845,64,20250430,31,19,26,1,1,Part-Time,829,27.2,2-3 years
4846,69,20250430,5,13,26,1,1,Full-Time,98,3.2,91-182 days
4847,70,20250430,7,14,21,1,1,Contractor,117,3.8,91-182 days
4848,71,20250430,9,6,18,1,1,Part-Time,267,8.8,6-12 months
4849,72,20250430,10,2,2,1,1,Part-Time,635,20.9,1-2 years
4850,73,20250430,2,16,26,1,1,Full-Time,220,7.2,6-12 months
4851,75,20250430,10,2,3,1,1,Part-Time,1120,36.8,3-5 years
4852,76,20250430,14,6,2,1,1,Full-Time,506,16.6,1-2 years
4853,79,20250430,11,2,1,1,1,Full-Time,618,20.3,1-2 years
4854,82,20250430,33,18,11,1,1,Full-Time,467,15.3,1-2 years
4855,83,20250430,23,4,9,1,1,Full-Time,121,4.0,91-182 days
4856,84,20250430,13,2,29,1,1,Full-Time,35,1.1,0-90 days
4857,85,20250430,7,14,28,1,1,Part-Time,56,1.8,0-90 days
4858,86,20250430,25,10,8,1,1,Part-Time,153,5.0,91-182 days
4859,87,20250430,23,9,8,1,1,Contractor,100,3.3,91-182 days
4860,88,20250430,18,7,30,1,1,Part-Time,85,2.8,0-90 days
4861,90,20250430,11,2,1,1,1,Contractor,10,0.3,0-90 days
4862,95,20250430,4,17,23,1,1,Full-Time,476,15.6,1-2 years
4863,97,20250430,3,15,7,1,1,Part-Time,666,21.9,1-2 years
4864,100,20250430,5,15,25,1,1,Part-Time,652,21.4,1-2 years
4865,101,20250430,19,8,1,1,1,Full-Time,1378,45.3,3-5 years
4866,103,20250430,13,2,10,1,1,Full-Time,401,13.2,1-2 years
4867,111,20250430,2,17,11,1,1,Full-Time,223,7.3,6-12 months
4868,112,20250430,4,14,10,1,1,Full-Time,1215,39.9,3-5 years
4869,115,20250430,14,6,29,1,1,Full-Time,1081,35.5,2-3 years
4870,117,20250430,18,8,29,1,1,Contractor,296,9.7,6-12 months
4871,121,20250430,17,3,2,1,1,Full-Time,262,8.6,6-12 months
4872,122,20250430,14,2,3,1,1,Full-Time,141,4.6,91-182 days
4873,124,20250430,11,2,8,1,1,Contractor,1576,51.8,3-5 years
4874,126,20250430,3,11,4,1,1,Full-Time,191,6.3,6-12 months
4875,127,20250430,6,12,21,1,1,Contractor,40,1.3,0-90 days
4876,132,20250430,33,20,7,1,1,Full-Time,27,0.9,0-90 days
4877,134,20250430,32,20,20,1,1,Full-Time,89,2.9,0-90 days
4878,135,20250430,12,5,18,1,1,Part-Time,195,6.4,6-12 months
4879,136,20250430,2,15,10,1,1,Full-Time,12,0.4,0-90 days
4880,137,20250430,12,5,2,1,1,Full-Time,99,3.3,91-182 days
4881,140,20250430,26,9,16,1,1,Full-Time,267,8.8,6-12 months
4882,142,20250430,12,2,2,1,1,Full-Time,464,15.2,1-2 years
4883,143,20250430,13,2,8,1,1,Contractor,178,5.8,91-182 days
4884,146,20250430,11,5,3,1,1,Contractor,96,3.2,91-182 days
4885,147,20250430,5,17,24,1,1,Contractor,96,3.2,91-182 days
4886,148,20250430,13,2,18,1,1,Full-Time,19,0.6,0-90 days
4887,150,20250430,5,11,23,1,1,Full-Time,20,0.7,0-90 days
4888,152,20250430,6,15,11,1,1,Full-Time,116,3.8,91-182 days
4889,153,20250430,24,10,9,1,1,Part-Time,2134,70.1,5-10 years
4890,154,20250430,7,14,6,1,1,Contractor,1193,39.2,3-5 years
4891,156,20250430,31,18,13,1,1,Full-Time,420,13.8,1-2 years
4892,157,20250430,2,14,23,1,1,Part-Time,502,16.5,1-2 years
4893,158,20250430,31,18,4,1,1,Full-Time,119,3.9,91-182 days
4894,163,20250430,19,3,29,1,1,Full-Time,1497,49.2,3-5 years
4895,165,20250430,17,8,1,1,1,Full-Time,797,26.2,2-3 years
4896,166,20250430,5,13,6,1,1,Full-Time,298,9.8,6-12 months
4897,169,20250430,32,20,26,1,1,Full-Time,81,2.7,0-90 days
4898,173,20250430,34,19,22,1,1,Part-Time,222,7.3,6-12 months
4899,174,20250430,13,2,30,1,1,Part-Time,1024,33.6,2-3 years
4900,176,20250430,11,2,3,1,1,Contractor,363,11.9,6-12 months
4901,180,20250430,20,8,29,1,1,Full-Time,726,23.9,1-2 years
4902,185,20250430,31,19,27,1,1,Full-Time,295,9.7,6-12 months
4903,186,20250430,34,20,16,1,1,Contractor,444,14.6,1-2 years
4904,188,20250430,18,3,2,1,1,Full-Time,796,26.1,2-3 years
4905,190,20250430,13,6,18,1,1,Full-Time,154,5.1,91-182 days
4906,193,20250430,18,7,3,1,1,Full-Time,898,29.5,2-3 years
4907,194,20250430,34,18,17,1,1,Full-Time,690,22.7,1-2 years
4908,196,20250430,6,15,24,1,1,Part-Time,826,27.1,2-3 years
4909,198,20250430,12,2,3,1,1,Full-Time,78,2.6,0-90 days
4910,203,20250430,18,3,3,1,1,Part-Time,759,24.9,2-3 years
4911,204,20250430,27,10,9,1,1,Full-Time,113,3.7,91-182 days
4912,205,20250430,31,19,15,1,1,Full-Time,99,3.3,91-182 days
4913,206,20250430,11,6,29,1,1,Contractor,109,3.6,91-182 days
4914,208,20250430,18,3,29,1,1,Part-Time,736,24.2,2-3 years
4915,209,20250430,17,3,2,1,1,Full-Time,8,0.3,0-90 days
4916,210,20250430,10,6,10,1,1,Contractor,95,3.1,91-182 days
4917,213,20250430,10,2,29,1,1,Full-Time,409,13.4,1-2 years
4918,214,20250430,12,2,29,1,1,Full-Time,466,15.3,1-2 years
4919,215,20250430,6,13,7,1,1,Full-Time,765,25.1,2-3 years
4920,218,20250430,26,10,16,1,1,Full-Time,297,9.8,6-12 months
4921,219,20250430,11,5,8,1,1,Full-Time,432,14.2,1-2 years
4922,220,20250430,20,7,30,1,1,Part-Time,271,8.9,6-12 months
4923,221,20250430,22,10,1,1,1,Full-Time,124,4.1,91-182 days
4924,226,20250430,14,6,10,1,1,Full-Time,94,3.1,91-182 days
4925,228,20250430,24,4,29,1,1,Contractor,801,26.3,2-3 years
4926,230,20250430,8,5,10,1,1,Part-Time,607,19.9,1-2 years
4927,232,20250430,22,4,4,1,1,Full-Time,835,27.4,2-3 years
4928,235,20250430,4,16,25,1,1,Full-Time,441,14.5,1-2 years
4929,236,20250430,29,19,21,1,1,Full-Time,57,1.9,0-90 days
4930,239,20250430,30,18,16,1,1,Full-Time,179,5.9,91-182 days
4931,240,20250430,26,10,4,1,1,Full-Time,66,2.2,0-90 days
4932,241,20250430,4,12,1,1,1,Contractor,74,2.4,0-90 days
4933,243,20250430,9,6,2,1,1,Full-Time,951,31.2,2-3 years
4934,244,20250430,29,18,25,1,1,Full-Time,1181,38.8,3-5 years
4935,246,20250430,29,20,11,1,1,Full-Time,18,0.6,0-90 days
4936,247,20250430,17,8,10,1,1,Part-Time,369,12.1,1-2 years
4937,248,20250430,18,8,29,1,1,Full-Time,606,19.9,1-2 years
4938,249,20250430,13,6,3,1,1,Full-Time,523,17.2,1-2 years
4939,250,20250430,23,10,29,1,1,Contractor,153,5.0,91-182 days
4940,251,20250430,31,20,18,1,1,Full-Time,911,29.9,2-3 years
4941,252,20250430,27,10,4,1,1,Full-Time,446,14.7,1-2 years
4942,254,20250430,12,5,10,1,1,Full-Time,64,2.1,0-90 days
4943,255,20250430,9,2,10,1,1,Full-Time,593,19.5,1-2 years
4944,257,20250430,6,12,17,1,1,Full-Time,219,7.2,6-12 months
4945,258,20250430,14,5,1,1,1,Full-Time,71,2.3,0-90 days
4946,259,20250430,9,2,3,1,1,Full-Time,66,2.2,0-90 days
4947,262,20250430,32,19,28,1,1,Full-Time,442,14.5,1-2 years
4948,264,20250430,20,8,29,1,1,Part-Time,73,2.4,0-90 days
4949,265,20250430,2,14,24,1,1,Full-Time,277,9.1,6-12 months
4950,268,20250430,22,4,29,1,1,Full-Time,1017,33.4,2-3 years
4951,269,20250430,33,18,21,1,1,Full-Time,235,7.7,6-12 months
4952,274,20250430,1,12,25,1,1,Full-Time,227,7.5,6-12 months
4953,275,20250430,19,3,3,1,1,Part-Time,337,11.1,6-12 months
4954,276,20250430,12,2,8,1,1,Full-Time,23,0.8,0-90 days
4955,278,20250430,7,11,15,1,1,Full-Time,453,14.9,1-2 years
4956,279,20250430,33,20,5,1,1,Part-Time,355,11.7,6-12 months
4957,280,20250430,32,20,29,1,1,Full-Time,287,9.4,6-12 months
4958,282,20250430,14,5,29,1,1,Full-Time,79,2.6,0-90 days
4959,284,20250430,26,9,4,1,1,Full-Time,106,3.5,91-182 days
4960,287,20250430,27,10,1,1,1,Full-Time,475,15.6,1-2 years
4961,288,20250430,16,8,10,1,1,Full-Time,284,9.3,6-12 months
4962,289,20250430,7,13,26,1,1,Full-Time,280,9.2,6-12 months
4963,290,20250430,27,10,8,1,1,Full-Time,563,18.5,1-2 years
4964,291,20250430,23,9,9,1,1,Full-Time,409,13.4,1-2 years
4965,292,20250430,7,15,21,1,1,Full-Time,464,15.2,1-2 years
4966,295,20250430,27,10,9,1,1,Contractor,1929,63.4,5-10 years
4967,296,20250430,10,6,10,1,1,Part-Time,628,20.6,1-2 years
4968,297,20250430,25,4,9,1,1,Full-Time,1143,37.5,3-5 years
4969,299,20250430,11,2,29,1,1,Full-Time,75,2.5,0-90 days
4970,300,20250430,5,17,15,1,1,Full-Time,115,3.8,91-182 days
4971,301,20250430,7,14,16,1,1,Full-Time,836,27.5,2-3 years
4972,303,20250430,10,6,30,1,1,Full-Time,20,0.7,0-90 days
4973,304,20250430,10,2,29,1,1,Full-Time,281,9.2,6-12 months
4974,306,20250430,33,20,26,1,1,Contractor,422,13.9,1-2 years
4975,307,20250430,31,20,21,1,1,Full-Time,86,2.8,0-90 days
4976,308,20250430,27,10,29,1,1,Full-Time,180,5.9,91-182 days
4977,309,20250430,24,10,9,1,1,Full-Time,460,15.1,1-2 years
4978,310,20250430,10,5,3,1,1,Full-Time,269,8.8,6-12 months
4979,311,20250430,34,20,12,1,1,Full-Time,942,30.9,2-3 years
4980,312,20250430,11,5,2,1,1,Full-Time,442,14.5,1-2 years
4981,314,20250430,19,8,3,1,1,Part-Time,45,1.5,0-90 days
4982,316,20250430,32,19,22,1,1,Full-Time,2269,74.5,5-10 years
4983,318,20250430,33,20,7,1,1,Full-Time,84,2.8,0-90 days
4984,319,20250430,7,15,4,1,1,Full-Time,372,12.2,1-2 years
4985,320,20250430,26,10,9,1,1,Full-Time,1534,50.4,3-5 years
4986,322,20250430,13,6,10,1,1,Part-Time,416,13.7,1-2 years
4987,323,20250430,20,8,2,1,1,Full-Time,32,1.1,0-90 days
4988,324,20250430,33,19,12,1,1,Full-Time,256,8.4,6-12 months
4989,325,20250430,3,15,17,1,1,Full-Time,87,2.9,0-90 days
